需求编号,需求描述,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,已领用未填写单站校验,L2,验证存在出库单，但存在起码1个施工单位的单任务物资平衡表未审批完成时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工","1.项目任务存在出库单，单任务物资平衡表中存在状态为【草稿】/【审批中】/【撤销中】/【撤销完成】/【作废】的单据
2.项目任务存在出库单，单任务物资平衡表状态为【作废】+【审批完成】","1.弹出拦截提示【项目+任务，存在未填写/未审批通过的单任务物资平衡表】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在未填写/未审批通过的单任务物资平衡表】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,已领用未填写单站校验,L2,验证存在出库单，但所有施工单位的单任务物资平衡表都审批完成时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工",1.项目任务存在出库单，单任务物资平衡表状态均为【审批完成】,1.正常进行竣工验收，不校验已领用未填写单站,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,已领用未填写单站校验,L2,验证存在出库单，且不存在审批完成的单任务物资平衡表时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工",1.项目任务存在出库单，单任务物资平衡表状态为【草稿】/【审批中】/【撤销中】/【撤销完成】/【作废】,1.弹出拦截提示【项目+任务，存在未填写/未审批通过的单任务物资平衡表】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,已领用未填写单站校验,L2,验证存在出库单，存在审批完成的单任务物资平衡表时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工",1.项目任务存在出库单，单任务物资平衡表状态为【审批完成】,1.正常进行竣工验收，不校验已领用未填写单站,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,已领用未填写单站校验,L2,验证存在出库单，但存在起码1个施工单位的单任务物资平衡表未审批完成时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工","1.项目任务存在出库单，单任务物资平衡表中存在状态为【草稿】/【审批中】/【撤销中】/【撤销完成】/【作废】的单据
2.项目任务存在出库单，单任务物资平衡表状态为【作废】+【审批完成】","1.弹出拦截提示【项目+任务，存在未填写/未审批通过的单任务物资平衡表】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在未填写/未审批通过的单任务物资平衡表】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,已领用未填写单站校验,L2,验证存在出库单，但所有施工单位的单任务物资平衡表都审批完成时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工",1.项目任务存在出库单，单任务物资平衡表状态均为【审批完成】,1.正常进行竣工验收，不校验已领用未填写单站,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,已领用未填写单站校验,L2,验证存在出库单，且不存在审批完成的安装单时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.单派工
4.启用已领用未填写单站校验，启用物资使用量平衡校验",1.项目任务存在出库单，安装单状态为【草稿】/【审批中】/【撤销中】/【撤销完成】/【作废】,1.弹出拦截提示【项目+任务，存在未填写/未审批通过的安装单】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,已领用未填写单站校验,L2,验证存在出库单，存在审批完成的安装单时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.单派工",1.项目任务存在出库单，安装单状态为【审批完成】,1.正常进行竣工验收，不校验已领用未填写单站,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,已领用未填写单站校验,L2,验证存在出库单，但存在起码1个施工单位的安装单未审批完成时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.多派工
4.启用已领用未填写单站校验，启用物资使用量平衡校验","1.项目任务存在出库单，安装单中存在状态为【草稿】/【审批中】/【撤销中】/【撤销完成】/【作废】的单据
2.项目任务存在出库单，安装单状态为【作废】+【审批完成】","1.弹出拦截提示【项目+任务，存在未填写/未审批通过的安装单】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在未填写/未审批通过的安装单】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,已领用未填写单站校验,L2,验证存在出库单，但所有施工单位的安装单都审批完成时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.多派工
4.启用已领用未填写单站校验，启用物资使用量平衡校验",1.项目任务存在出库单，安装单状态均为【审批完成】,1.正常进行竣工验收，不校验已领用未填写单站,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按数量校验）,L2,验证单任务物资平衡表的剩余量为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.单派工",1.单任务物资平衡表的剩余量等于零，且审批完成，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按数量校验）,L2,验证单任务物资平衡表的剩余量不为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.单派工","1.单任务物资平衡表的剩余量为正数，且审批完成，进行竣工验收
2.单任务物资平衡表的剩余量为负数，且审批完成，进行竣工验收","1.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按数量校验）,L2,验证多派工的单任务物资平衡表的剩余量为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工",1.单任务物资平衡表的剩余量均等于零，且均审批完成，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按数量校验）,L2,验证多派工单任务物资平衡表的剩余量不为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工","1.单任务物资平衡表的剩余量均为正数，且审批完成，进行竣工验收
2.单任务物资平衡表的剩余量均为负数，且审批完成，进行竣工验收
3.单任务物资平衡表的剩余量为正数+负数>0，且审批完成，进行竣工验收","1.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收
3.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按数量校验）,L2,验证单任务物资平衡表的剩余量为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工",1.单任务物资平衡表的剩余量等于零，且审批完成，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按数量校验）,L2,验证单任务物资平衡表的剩余量不为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工","1.单任务物资平衡表的剩余量为正数，且审批完成，进行竣工验收
2.单任务物资平衡表的剩余量为负数，且审批完成，进行竣工验收","1.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按数量校验）,L2,验证多派工的单任务物资平衡表的剩余量为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工",1.单任务物资平衡表的剩余量均等于零，且均审批完成，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按数量校验）,L2,验证多派工单任务物资平衡表的剩余量不为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工","1.单任务物资平衡表的剩余量均为正数，且审批完成，进行竣工验收
2.单任务物资平衡表的剩余量均为负数，且审批完成，进行竣工验收
3.单任务物资平衡表的剩余量为正数+负数，且审批完成，进行竣工验收","1.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收
2.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收
3.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收",通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按数量校验）,L2,验证安装单的剩余量为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.单派工
4.剩余量=实时出库-实时退库+调入-调出-安装量-损耗量",1.安装单的剩余量等于零，且审批完成，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按数量校验）,L2,验证安装单的剩余量不为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.单派工
4.剩余量=实时出库-实时退库+调入-调出-安装量-损耗量",1.安装单的剩余量为正数，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按数量校验）,L2,验证多派工的安装单的剩余量为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.多派工
4.剩余量=实时出库-实时退库+调入-调出-安装量-损耗量",1.安装单的剩余量均等于零，且均审批完成，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按数量校验）,L2,验证多派工安装单的剩余量不为0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.多派工
4.剩余量=实时出库-实时退库+调入-调出-安装量-损耗量",1.安装单的剩余量均为正数，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在有剩余量不为0的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量小于0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.单派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量为负数，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，剩余量存在负数，请完成相应处理后再发起竣工验收！】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，但单价为空时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.单派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，但单价为空，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在未查询到单价的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）小于等于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.单派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，0小于等于剩余量金额（之和）小于等于竣工验收配置的金额，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.单派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量小于0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量为负数，且审批完成，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，但单价为空时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，但单价为空，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在未查询到单价的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）小于等于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，0小于等于剩余量金额（之和）小于等于竣工验收配置的金额，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（设计产品）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.设计产品维度
4.多派工
5.剩余量金额=设计产品的最高单价*剩余量
6.剩余量金额之和=所有的设计产品的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量小于0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量为负数，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，剩余量存在负数，请完成相应处理后再发起竣工验收！】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，但单价为空时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，但单价为空，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在未查询到单价的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）小于等于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，0小于等于剩余量金额（之和）小于等于竣工验收配置的金额，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量小于0时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量为负数，且审批完成，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，但单价为空时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，但单价为空，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在未查询到单价的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）小于等于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，0小于等于剩余量金额（之和）小于等于竣工验收配置的金额，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-单任务物资平衡表,单任务物资平衡表（物料）,物资使用量平衡校验（按金额校验）,L2,验证单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为单任务物资平衡表
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.单任务物资平衡表的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按金额校验）,L2,验证安装单的剩余量大于0，但单价为空时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.安装单的剩余量大于0，但单价为空，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在未查询到单价的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按金额校验）,L2,验证安装单的剩余量大于0，剩余量金额（之和）小于等于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.安装单的剩余量大于0，0小于等于剩余量金额（之和）小于等于竣工验收配置的金额，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按金额校验）,L2,验证安装单的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.物料维度
4.单派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.安装单的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按金额校验）,L2,验证安装单的剩余量大于0，但单价为空时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.安装单的剩余量大于0，但单价为空，且审批完成，进行竣工验收,1.弹出拦截提示【项目+任务，存在未查询到单价的物资】，不允许进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按金额校验）,L2,验证安装单的剩余量大于0，剩余量金额（之和）小于等于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.安装单的剩余量大于0，0小于等于剩余量金额（之和）小于等于竣工验收配置的金额，进行竣工验收,1.正常进行竣工验收,通过,冯云梦,MSIT,
9305,,功能,物资管理-安装单,安装单,物资使用量平衡校验（按金额校验）,L2,验证安装单的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额时，是否允许进行竣工验收,"1.系统运行正常
2.使用量为安装单
3.物料维度
4.多派工
5.剩余量金额=物料的最高单价*剩余量
6.剩余量金额之和=所有的物料的剩余量金额和值",1.安装单的剩余量大于0，剩余量金额（之和）大于竣工验收配置的金额，进行竣工验收,1.弹出拦截提示，不允许进行竣工验收,通过,冯云梦,MSIT,
9271,"【背景】：设备串号功能优化。
【需求】：设备串号功能优化。
【方案概述】：1、安装使用环节校验SN码重复性，当前任务安装使用环节所有SN码录入时需校验是否重复。
2、设备串号SN码字段长度增加。
3、新增支持华为SN码格式为CODE_128\DATA MATRIX",功能,工作台-设备串号,设备串号,同一张设备串号单中的物料是否能录入了多个相同的sn码数据,L2,验证同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.弹出拦截提示：当前环节SN码已录入，请勿重复录入,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中的物料是否能录入了多个相同的sn码数据,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中的物料是否能录入了多个相同的sn码数据,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中的物料是否能录入了多个相同的sn码数据,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中不同的物料是否能录入了多个相同的sn码数据,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，在不同物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.弹出拦截提示：当前环节SN码已录入，请勿重复录入,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中不同的物料是否能录入了多个相同的sn码数据,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，在不同物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中不同的物料是否能录入了多个相同的sn码数据,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，在不同物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,同一张设备串号单中不同的物料是否能录入了多个相同的sn码数据,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，在不同物料下录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,校验多张设备串号单中是否能录入了相同的sn码数据,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.单据A状态为审批中/审批完成
5.同一任务下","1.新增设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮
2.保存设备串号单","1.弹出拦截提示：序号x中xxSN码当前环节已录入，请勿重复录入
2.正常保存设备串号单",通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,校验多张设备串号单中是否能录入了相同的sn码数据,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.单据A状态为草稿
5.同一任务下","1.新增设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮
2.其中一个设备串号单提交审批
3.编辑另一张设备串号单，点击提交","1.正常保存sn码数据
2.正常提交审批
3.弹出拦截提示：序号x中xxSN码当前环节已录入，请勿重复录入",通过,冯云梦,MSIT,
