需求编号,需求描述,运营平台需求编号,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，用户输入框输入过长（50汉字）内容，点击查询按钮,1.超过限制，不可输入,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，签章角色输入框输入模糊内容，点击查询按钮,1.列表展示内容和输入条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，签章角色输入框输入精确内容，点击查询按钮,1.列表展示内容和输入条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，签章角色输入框输入过长（长度？50汉字）内容，点击查询按钮,1.超过限制，不可输入,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，证书状态选择枚举值申请成功，点击查询,1.列表展示申请成功的证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，证书状态选择枚举值申请人补充资料，点击查询,1.列表展示申请人补充资料的证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，证书状态选择枚举值申请资料审核中，点击查询,1.列表展示申请资料审核中的证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，证书状态选择枚举值证书申请中，点击查询,1.列表展示证书申请中证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，CA用户类型选择枚举值个人，点击查询,1.列表展示个人证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，CA用户类型选择枚举值企业，点击查询,1.列表展示企业证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，输入多种查询条件，点击查询,1.展示内容正确，和查询条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，输入多种查询条件，点击重置,1.清空查询条件,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，输入各种查询条件，点击重置,1.清空查询条件,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,UIUE,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,列表,L2,验证CA用户列表页面列表展示,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，检查列表字段,1.序号、用户、登录账号、合作单位名称、CA用户类型、签章角色、证书状态、申请日期、失效日期，操作（查看）,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,UIUE,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,列表,L2,验证CA用户列表页面列表排序,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，检查列表排序,1.按照申请日期倒叙排序,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能+逻辑,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,查看,L2,验证CA用户列表页面查看按钮功能,1.合作单位综合员、项目部负责人、电子签章管理员登录,1.在CA用户列表页面，点击列表的查看按钮,1.跳转用户CA证书详情页，页面信息带出正常,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位综合员、项目部负责人、电子签章管理员登录
2. 不筛选数据",1.在CA用户列表页面，点击列表的导出按钮,1.默认导出用户权限下的全量数据,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位综合员、项目部负责人、电子签章管理员登录
2. 筛选数据",1.在CA用户列表页面，点击列表的导出按钮,1.导出符合筛选的所有数据,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位综合员、项目部负责人、电子签章管理员登录
2. 不筛选数据",1.在CA用户列表页面，点击列表的导出按钮，检查导出的响应时间,1.原则上2、5、8s,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,合作单位人员管理-CA用户管理-CA用户列表,CA用户列表（外部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位综合员、项目部负责人、电子签章管理员登录
2. 不筛选数据",1.在CA用户列表页面，点击列表的导出按钮,1.导出的excel数据表内容和列表一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能+逻辑,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表,L2,验证CA用户列表数据,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，检查列表数据,1.加载本单位CA用户信息,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询字段,L2,验证CA用户列表页面查询字段,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，检查查询字段,"1.合作单位名称,文本框输入
2.用户,文本框输入
3.证书状态，下拉框，枚举值：4个
4.CA用户类型，下拉框，枚举值：个人、企业
5.签章角色，文本框输入",通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，用户输入框输入模糊内容，点击查询按钮,1.列表展示内容和输入条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，用户输入框输入精确内容，点击查询按钮,1.列表展示内容和输入条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，用户输入框输入过长（长度？？）内容，点击查询按钮,1.超过限制，不可输入,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，签章角色输入框输入模糊内容，点击查询按钮,1.列表展示内容和输入条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，签章角色输入框输入精确内容，点击查询按钮,1.列表展示内容和输入条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，签章角色输入框输入过长（长度？？）内容，点击查询按钮,1.超过限制，不可输入,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，证书状态选择枚举值申请人补充资料，点击查询,1.列表展示申请人补充资料的证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，证书状态选择枚举值申请成功，点击查询,1.列表展示申请成功的证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，CA用户类型选择枚举值个人，点击查询,1.列表展示个人证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，CA用户类型选择枚举值企业，点击查询,1.列表展示企业证书,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，输入多种查询条件，点击查询,1.展示内容正确，和查询条件一致,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，输入多种查询条件，点击重置,1.清空查询条件,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查询,L1,验证CA用户列表页面查询功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，输入各种查询条件，点击重置,1.清空查询条件,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,UIUE,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表,L2,验证CA用户列表页面列表展示,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，检查列表字段,1.序号、用户、登录账号、合作单位名称、CA用户类型、签章角色、证书状态、申请日期、失效日期，操作（查看）,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,UIUE,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表,L2,验证CA用户列表页面列表展示,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，检查列表排序,1.按照申请日期倒叙排序,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能+逻辑,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,查看,L2,验证CA用户列表页面查看按钮功能,1.合作单位管理员、省公司系统管理员、签章管理员登录,1.在CA用户列表页面，点击列表的查看按钮,1.跳转用户CA证书详情页，查看页面不可编辑,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位管理员、省公司系统管理员、签章管理员登录
2. 不筛选数据",1.在CA用户列表页面，点击列表的导出按钮,1.默认导出用户权限下的全量数据,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位管理员、省公司系统管理员、签章管理员登录
2. 筛选数据",1.在CA用户列表页面，点击列表的导出按钮,1.导出符合筛选的所有数据,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,功能,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,导出,L2,验证CA用户列表页面导出功能,"1.合作单位管理员、省公司系统管理员、签章管理员登录
2. 不筛选数据",1.在CA用户列表页面，点击列表的导出按钮，检查导出的响应时间,1.原则上2、5、8s,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,逻辑,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表查看权限,L2,验证CA用户列表查看权限,1.该登录人不是这3种角色（合作单位管理员、省公司系统管理员、签章管理员）,1.检查查看权限,1.看不到菜单CA用户列表,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,逻辑,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表查看权限,L2,验证CA用户列表查看权限,"1.省公司签章管理员登录
",1.在CA用户列表页面，查看列表的数据,1.省公司人员查看本省关联合作单位下的CA用户信息；,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,逻辑,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表查看权限,L2,验证CA用户列表查看权限,"1.地市公司签章管理员登录
",1.在CA用户列表页面，查看列表的数据,1.地市公司签章管理员查看本地市关联合作单位下的CA用户信息,通过,成亚珍,UAT,
9577,"1、合作单位-合作单位人员管理菜单下新增[CA用户列表]功能；
2、合作单位电子签章管理员、综合员、项目部负责人可查看本单位所有CA用户列表及其证书详情；
3、协助复制当前功能至内部[系统管理-CA用户管理]菜单下，省公司系统管理员、合作单位管理员可查看本省关联合作单位所有CA用户列表及其证书详情。",,逻辑,系统管理-CA用户管理-CA用户列表,CA用户列表（内部）,列表查看权限,L2,验证CA用户列表查看权限,"1.即是省公司系统管理员，又是地市公司签章管理员登录
",1.在CA用户列表页面，查看列表的数据,1.可以查看本省关联合作单位下的CA用户信息,通过,成亚珍,UAT,
