需求编号,需求描述,运营平台需求编号,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示+日期控件,L2,验证【签署日期】展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，【签署日期】选择2024/01/01,1.签署日期展示2024/01/01,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示+日期控件,L2,验证【签署日期】展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，【签署日期】选择2024/10/30,1.签署日期展示2024/10/30,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,修改签署日期,L2,验证【签署日期】展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，【签署日期】选择2024/10/30，保存后，再次修改日期2024/10/31,1.签署日期展示2024/10/31,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示+日期控件,L2,验证【签署日期】展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，【签署日期】选择2024/12/31,1.签署日期展示2024/12/31,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示+日期控件,L2,验证【签署日期】展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，【签署日期】选择2023/12/31,1.签署日期不可选择,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示+日期控件,L2,验证【签署日期】展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，【签署日期】选择2025/01/01,1.签署日期不可选择,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,后台存储,L2,验证【签署日期】数据库后台存储,"1.合作单位管理员新增合作单位后点击保存
2.每年的12月1日-12月31日 23：59之间补充安全生产责任书的
",1.综合员维护合作单位页面，检查【签署日期】,1.签署日期自动带出【下一年度】，数据库存的是2024年度（合作单位信息查询页面年度搜索选择2024）,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,合作单位类型校验,L2,验证非设计、施工、监理不填写安全生产责任书，可以保存,1.合作单位管理员新增合作单位（非设计、施工、监理）后点击保存,1.综合员维护合作单位页面，不填写安全生产责任书，点击保存（字段不展示红*）,1.可以保存,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存

",1.综合员维护合作单位页面，不上传安全生产责任书时，点击保存（字段展示红*）,1.提示：“请上传安全生产责任书”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存

",1.综合员维护合作单位页面，未填写签署日期时，点击保存,1.提示：“请选择安全生产责任书签署日期”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存

",1.综合员维护合作单位页面，当用户未上传安全生产责任书和未填写签署日期时，点击保存,1.提示：“补充安全生产责任书信息”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存
2.12月1日-12月31日期间

",1.综合员维护合作单位页面，当用户上传本年度安全生产责任书和填写签署日期时，未上传下一年度安全生产责任书和填写签署日期时点击保存,1.提示：“请上传安全生产责任书”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存
2.12月1日-12月31日期间

",1.综合员维护合作单位页面，当用户未上传本年度安全生产责任书和填写签署日期时，上传下一年度安全生产责任书和填写签署日期时点击保存,1.提示：“请上传安全生产责任书”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存
2.12月1日-12月31日期间

",1.综合员维护合作单位页面，当用户上传本年度安全生产责任书和填写签署日期时，上传下一年度安全生产责任书和未填写签署日期时点击保存,1.提示：“请选择安全生产责任书签署日期”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,保存,L2,验证保存校验功能,"1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存
2.12月1日-12月31日期间

",1.综合员维护合作单位页面，当用户上传本年度安全生产责任书和填写签署日期时，未上传下一年度安全生产责任书和填写签署日期时点击保存,1.提示：“请上传安全生产责任书”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,下载,L2,验证安全生产责任书可以下载查看,"1.合作单位管理员新增合作单位后点击保存

",1.综合员维护合作单位页面，上传本年度的安全生产责任书，点击蓝色字体下载,1.下载成功且打开正常,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,下载,L2,验证安全生产责任书可以下载查看,"1.合作单位管理员新增合作单位后点击保存

",1.综合员维护合作单位页面，上传下一年度的安全生产责任书，点击蓝色字体下载,1.下载成功且打开正常,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,UIUE,合作单位-合作单位信息查看页面,合作单位信息查看页面,UIUE,L2,验证合作单位查看页面安全生产责任书展示,"1.合作单位管理员登录
2.合作单位维护完成本年度的安全生产责任书

",1.在合作单位信息管理页面，点击查看按钮，跳转到合作单位信息详细页面，检查页面展示,"1.页面展示本年度的安全生产责任书信息
2.签署日期置灰不可编辑",通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息查看页面,合作单位信息查看页面,下载,L1,验证合作单位查看页面安全生产责任书展示,"1.合作单位管理员登录
2.合作单位维护完成本年度的安全生产责任书

",1.在合作单位信息管理页面，点击查看按钮，跳转到合作单位信息详细页面，点击蓝色字体,1.下载成功且打开正常,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,UIUE,合作单位-合作单位信息查看页面,合作单位信息查看页面,UIUE,L2,验证合作单位查看页面安全生产责任书展示,"1.合作单位管理员登录
2.合作单位维护完成本年度和下一年度的安全生产责任书

",1.在合作单位信息管理页面，点击查看按钮，跳转到合作单位信息详细页面，检查页面展示,"1.页面展示本年度和下一年度的安全生产责任书信息
2.签署日期置灰不可编辑",通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息查看页面,合作单位信息查看页面,下载,L1,验证合作单位查看页面安全生产责任书展示,"1.合作单位管理员登录
2.合作单位维护完成本年度和下一年度的安全生产责任书

",1.在合作单位信息管理页面，点击查看按钮，跳转到合作单位信息详细页面，点击蓝色字体,1.下载成功且打开正常,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，增加查询条件“签署年度”,"1.合作单位管理员登录


",1.在合作单位列表页面，检查查询条件,1.增加查询项“签署年度”,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，“签署年度”控件,"1.合作单位管理员登录


",1.在合作单位列表页面，点击签署年度后面的控件,1.弹出选择年度弹框,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，“签署年度”查询功能,"1.合作单位管理员登录


",1.在合作单位列表页面，点击签署年度，选择一个年度，点击搜索,1.列表展示结果符合查询条件,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，“签署年度”查询功能,"1.合作单位管理员登录


",1.在合作单位列表页面，点击签署年度，换个年度，点击搜索,1.列表展示结果符合查询条件,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，“签署年度”查询功能,"1.合作单位管理员登录


",1.在合作单位列表页面，点击签署年度，选择1个年度+其他查询条件，点击搜索,1.列表展示结果符合查询条件,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，“签署年度”查询功能,"1.合作单位管理员登录


",1.在合作单位列表页面，点击签署年度，选择切换年度+其他查询条件，点击搜索,1.列表展示结果符合查询条件,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息页面,合作单位信息列表页面,查询,L3,验证合作单位列表页面，“签署年度”查询功能,"1.合作单位管理员登录


",1.在合作单位列表页面，翻到非第一页，然后选择签署日期，点击搜索,1.列表展示结果符合查询条件,通过,成亚珍,MSIT,
